date_time,date,A1,A2,nudge
2020年2月27日 11時39分18秒,2020年2月27日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 11時46分39秒,2020年2月27日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月27日 12時16分19秒,2020年2月27日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 12時31分42秒,2020年2月27日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月27日 12時42分09秒,2020年2月27日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月27日 12時42分47秒,2020年2月27日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月27日 12時43分04秒,2020年2月27日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月27日 12時43分50秒,2020年2月27日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 13時45分56秒,2020年2月27日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 14時13分27秒,2020年2月27日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 15時22分44秒,2020年2月27日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月27日 16時13分54秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 16時16分34秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 17時03分49秒,2020年2月27日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月27日 17時10分41秒,2020年2月27日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月27日 17時16分10秒,2020年2月27日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 17時17分44秒,2020年2月27日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 17時35分07秒,2020年2月27日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月27日 17時44分09秒,2020年2月27日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 18時21分56秒,2020年2月27日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 18時24分20秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 18時32分43秒,2020年2月27日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 19時01分52秒,2020年2月27日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 19時23分15秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 19時25分01秒,2020年2月27日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 19時36分44秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 19時38分35秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 19時46分41秒,2020年2月27日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 19時52分00秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 20時01分26秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 20時24分02秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 20時27分16秒,2020年2月27日,受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月27日 20時32分11秒,2020年2月27日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 20時35分13秒,2020年2月27日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月27日 20時47分28秒,2020年2月27日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 21時17分59秒,2020年2月27日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月27日 21時47分43秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 21時51分14秒,2020年2月27日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月27日 21時54分11秒,2020年2月27日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月27日 22時00分15秒,2020年2月27日,受ける,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月27日 22時21分45秒,2020年2月27日,受ける,調べない,統制群（４月・８月・１２月生まれ）
2020年2月27日 22時35分44秒,2020年2月27日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月27日 22時36分21秒,2020年2月27日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 22時37分30秒,2020年2月27日,どちらとも言えない,調べない,介入群②（６月・１０月・２月生まれ）
2020年2月27日 22時49分14秒,2020年2月27日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 23時01分34秒,2020年2月27日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 23時08分47秒,2020年2月27日,どちらとも言えない,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月27日 23時09分38秒,2020年2月27日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 23時14分53秒,2020年2月27日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月27日 23時24分50秒,2020年2月27日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月27日 23時43分44秒,2020年2月27日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月27日 23時43分52秒,2020年2月27日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 00時10分36秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 00時13分35秒,2020年2月28日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 00時43分37秒,2020年2月28日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 01時05分50秒,2020年2月28日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 01時09分53秒,2020年2月28日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 02時16分12秒,2020年2月28日,絶対に受ける,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月28日 02時21分23秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月28日 04時31分27秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月28日 05時42分16秒,2020年2月28日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 06時06分57秒,2020年2月28日,どちらとも言えない,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 06時35分40秒,2020年2月28日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 06時43分24秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 06時54分37秒,2020年2月28日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 07時33分46秒,2020年2月28日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 07時36分01秒,2020年2月28日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月28日 07時38分43秒,2020年2月28日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月28日 07時47分44秒,2020年2月28日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月28日 07時55分19秒,2020年2月28日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 09時06分26秒,2020年2月28日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 09時36分18秒,2020年2月28日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 09時48分29秒,2020年2月28日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 10時13分24秒,2020年2月28日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月28日 10時36分25秒,2020年2月28日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月28日 11時21分08秒,2020年2月28日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 12時18分42秒,2020年2月28日,受ける,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月28日 12時24分40秒,2020年2月28日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 12時32分40秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 12時38分36秒,2020年2月28日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 12時38分45秒,2020年2月28日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 12時52分47秒,2020年2月28日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年2月28日 13時00分30秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月28日 13時44分52秒,2020年2月28日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 13時50分32秒,2020年2月28日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月28日 13時51分12秒,2020年2月28日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 14時40分14秒,2020年2月28日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 15時03分44秒,2020年2月28日,絶対に受けない,絶対に調べない,介入群①（５月・９月・１月生まれ）
2020年2月28日 15時06分06秒,2020年2月28日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 15時32分40秒,2020年2月28日,すでに受けた,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月28日 16時40分48秒,2020年2月28日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 16時48分59秒,2020年2月28日,すでに受けた,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月28日 16時54分36秒,2020年2月28日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 17時05分36秒,2020年2月28日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 17時16分22秒,2020年2月28日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 17時16分54秒,2020年2月28日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月28日 18時01分50秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 18時36分36秒,2020年2月28日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 18時43分00秒,2020年2月28日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月28日 18時58分38秒,2020年2月28日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月28日 19時32分16秒,2020年2月28日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 19時33分56秒,2020年2月28日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 20時39分46秒,2020年2月28日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月28日 20時40分33秒,2020年2月28日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 21時17分27秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 21時29分15秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 21時38分11秒,2020年2月28日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月28日 21時58分07秒,2020年2月28日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 22時13分40秒,2020年2月28日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 22時15分48秒,2020年2月28日,受ける,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月28日 22時27分40秒,2020年2月28日,受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月28日 22時30分48秒,2020年2月28日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 22時38分21秒,2020年2月28日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月28日 22時40分06秒,2020年2月28日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月28日 22時40分45秒,2020年2月28日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 22時44分34秒,2020年2月28日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月28日 22時46分47秒,2020年2月28日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月28日 22時59分27秒,2020年2月28日,受けない,調べない,統制群（４月・８月・１２月生まれ）
2020年2月28日 23時19分39秒,2020年2月28日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月28日 23時23分11秒,2020年2月28日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月28日 23時23分54秒,2020年2月28日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 00時27分24秒,2020年2月29日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 00時28分25秒,2020年2月29日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月29日 00時53分26秒,2020年2月29日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月29日 01時02分25秒,2020年2月29日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月29日 02時33分15秒,2020年2月29日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月29日 04時43分10秒,2020年2月29日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 04時50分16秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 05時54分49秒,2020年2月29日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 06時17分12秒,2020年2月29日,受ける,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月29日 06時24分47秒,2020年2月29日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 06時42分47秒,2020年2月29日,受けない,絶対に調べない,介入群①（５月・９月・１月生まれ）
2020年2月29日 07時23分06秒,2020年2月29日,すでに受けた,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 07時57分37秒,2020年2月29日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 08時04分29秒,2020年2月29日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 08時10分49秒,2020年2月29日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 09時30分29秒,2020年2月29日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 09時31分19秒,2020年2月29日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 09時54分54秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 10時48分51秒,2020年2月29日,受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 10時52分09秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 11時00分40秒,2020年2月29日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 11時42分22秒,2020年2月29日,受けない,調べない,介入群②（６月・１０月・２月生まれ）
2020年2月29日 11時46分23秒,2020年2月29日,受ける,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月29日 11時57分37秒,2020年2月29日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 13時09分36秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 13時39分42秒,2020年2月29日,どちらとも言えない,調べない,介入群③（７月・１１月・３月生まれ）
2020年2月29日 14時06分55秒,2020年2月29日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 14時08分26秒,2020年2月29日,受ける,調べない,統制群（４月・８月・１２月生まれ）
2020年2月29日 14時10分55秒,2020年2月29日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月29日 14時42分39秒,2020年2月29日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 14時44分36秒,2020年2月29日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 15時28分02秒,2020年2月29日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月29日 16時00分08秒,2020年2月29日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 16時13分10秒,2020年2月29日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 16時37分35秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月29日 16時44分22秒,2020年2月29日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 16時46分51秒,2020年2月29日,絶対に受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月29日 17時03分33秒,2020年2月29日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月29日 17時20分53秒,2020年2月29日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月29日 17時41分49秒,2020年2月29日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 18時01分26秒,2020年2月29日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年2月29日 18時43分29秒,2020年2月29日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 18時50分00秒,2020年2月29日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 18時53分42秒,2020年2月29日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 19時08分55秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月29日 19時11分26秒,2020年2月29日,受ける,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月29日 19時16分22秒,2020年2月29日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 19時22分21秒,2020年2月29日,受ける,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月29日 19時51分24秒,2020年2月29日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 19時51分42秒,2020年2月29日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月29日 20時22分20秒,2020年2月29日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 20時50分23秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 21時15分42秒,2020年2月29日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月29日 22時08分20秒,2020年2月29日,受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 22時26分28秒,2020年2月29日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 22時29分45秒,2020年2月29日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 22時44分51秒,2020年2月29日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月29日 22時50分37秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月29日 23時15分02秒,2020年2月29日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 23時30分10秒,2020年2月29日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月29日 23時32分18秒,2020年2月29日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 00時53分01秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 01時40分21秒,2020年3月1日,受ける,絶対に調べない,統制群（４月・８月・１２月生まれ）
2020年3月1日 02時48分16秒,2020年3月1日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 02時51分32秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月1日 02時54分49秒,2020年3月1日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月1日 03時57分49秒,2020年3月1日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 04時13分43秒,2020年3月1日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月1日 04時29分21秒,2020年3月1日,受けない,調べない,介入群①（５月・９月・１月生まれ）
2020年3月1日 04時40分52秒,2020年3月1日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 05時09分35秒,2020年3月1日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 05時09分54秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 05時23分56秒,2020年3月1日,受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月1日 07時24分08秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 07時47分38秒,2020年3月1日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 08時00分13秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 08時10分09秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 08時11分53秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 08時14分11秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 08時36分30秒,2020年3月1日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年3月1日 08時53分28秒,2020年3月1日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 09時17分39秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 09時22分43秒,2020年3月1日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 09時31分22秒,2020年3月1日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年3月1日 09時57分28秒,2020年3月1日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 10時06分14秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 10時34分53秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 10時35分51秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 10時55分29秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 11時15分05秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 11時49分21秒,2020年3月1日,受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 12時09分53秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 12時15分51秒,2020年3月1日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 12時36分13秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 12時37分44秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月1日 12時55分15秒,2020年3月1日,受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 13時02分02秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 13時42分53秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 14時07分48秒,2020年3月1日,受けない,調べない,統制群（４月・８月・１２月生まれ）
2020年3月1日 14時16分47秒,2020年3月1日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 14時17分49秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 14時19分00秒,2020年3月1日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月1日 14時38分55秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 14時41分25秒,2020年3月1日,絶対に受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月1日 14時53分59秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 14時58分12秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 14時59分38秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 15時04分45秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 15時16分24秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 15時55分37秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 16時15分30秒,2020年3月1日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 16時33分57秒,2020年3月1日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 16時47分24秒,2020年3月1日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 16時47分54秒,2020年3月1日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 17時10分29秒,2020年3月1日,受けない,調べない,介入群②（６月・１０月・２月生まれ）
2020年3月1日 17時13分04秒,2020年3月1日,受ける,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月1日 17時39分48秒,2020年3月1日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 18時02分28秒,2020年3月1日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月1日 18時17分36秒,2020年3月1日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月1日 18時45分05秒,2020年3月1日,どちらとも言えない,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 18時47分02秒,2020年3月1日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 19時01分48秒,2020年3月1日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 19時04分03秒,2020年3月1日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月1日 19時17分23秒,2020年3月1日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月1日 19時27分14秒,2020年3月1日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 19時37分10秒,2020年3月1日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月1日 19時41分12秒,2020年3月1日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月1日 20時03分08秒,2020年3月1日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月1日 20時29分00秒,2020年3月1日,受ける,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月1日 20時40分45秒,2020年3月1日,どちらとも言えない,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月1日 21時02分37秒,2020年3月1日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
